review_id,rating,likes,date_review_scraped,review_date,company,source,review_text,owner_response_text
ChZDSUhNMG9nS0VJQ0FnSUNRODdycWF3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,"I do not pay much attention to my hair, and as such I don't like to spend much to get it cut. Great Clips has a wonderful deal on Tuesdays, and they are always able to get me in and out in hurry.","Thank you for coming in, Scott! We appreciate you being our customer!"
ChZDSUhNMG9nS0VJQ0FnSURBdExYRWV3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,Cool,We appreciate you being our customer!
ChdDSUhNMG9nS0VJQ0FnSURBNTdtal93RRAB,1.0,2,2026/07/26,2017/07/28,1,Google Maps,"Poor service- hairdresser has no clue how to help a mom figure out what #s a child may need for a boy haircut.. i expained how short i want it but don't recall #s.. ""If u don't know I don't either and can't help you."" How rude.... last time we come here.. the hairdresser was Elisa BTW..","We're sorry to hear this was your experience, Griselda. If you would like, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will contact you regarding your visit. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUN3eWNDZlF3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,Nice people. Good haircut.,"We are always happy to help you, Jesse!"
ChdDSUhNMG9nS0VJQ0FnSUNRa2VfTHNRRRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback. If you would like follow up, please email with the details and location. We will be happy to help you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUNBM0xMZFhREAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,P cool,Thank you for your feedback!
ChZDSUhNMG9nS0VJQ0FnSUNneU5YNktnEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your feedback!
ChdDSUhNMG9nS0VJQ0FnSURRb0lfNWt3RRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your feedback!
ChZDSUhNMG9nS0VJQ0FnSUNRd2Z2MlFREAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!!
ChdDSUhNMG9nS0VJQ0FnSURBNTV2Rnp3RRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUN3M05iZTdBRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUN3NE95LVVBEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,"Good offers at GC, variety of hair styles you can do here",We appreciate you being our customer!
ChZDSUhNMG9nS0VJQ0FnSUNBai1UZVh3EAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,"I have been going to this location since it first opened. I always use online check in. It will make things go so much more quickly. While the stylists have changed over time, they are all still friendly and talkative. They also like feed back on the haircuts.","Thank you for being a loyal customer, Ketan! We look forward to seeing you next time!"
ChZDSUhNMG9nS0VJQ0FnSURnZzlEZ0hREAE,2.0,2,2026/07/26,2017/07/28,1,Google Maps,"Well I didn't have to wait very long, and while I liked my hair stylist. I get the impression that they are used to working on men. My stylist had me in her chair for maybe 10 minutes! I have never had a haircut take that short of a time. She didn't under what a ""lob"". And couldn't wrap her head around the idea that I wanted my hair longer in the front & shorted in the back...working on men's hair too much?","We're sorry to hear this was your experience. If you would like, please email with the details and location. We will contact you regarding your visit. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUN3eHBDLUtREAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSURBNTRTbzF3RRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,"Thank you, Jason!"
ChdDSUhNMG9nS0VJQ0FnSUNRaDg3cGlRRRAB,1.0,0,2026/07/26,2017/07/28,1,Google Maps,Hmmmm,"We're sorry to see your rating, Lacy. If you'd like to share more, please email with the details and location. We will contact you regarding your experience. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURnZzhETFh3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNBMEtIdFRREAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,Thorough,Thank you! We appreciate you being our customer!
ChdDSUhNMG9nS0VJQ0FnSUNnM09mUWxBRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,Nice cuts,Thank you for being our customer!
ChZDSUhNMG9nS0VJQ0FnSUNBODlIdWFBEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,Good place,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNRallfNTh3RRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNnbzZfakFnEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNnbkp5X3pBRRAB,1.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We're sorry to see your rating, Zachary. If you would like, please email with the details and location so we can best assist you and follow up with you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUN3cmRTMm5BRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUN3ak42TUFnEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSURnbXI2bFhnEAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback, Michelle. If you would like to share more, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will contact you regarding your experience. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUNRMWVmbThBRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSURBdnJhTDl3RRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSURRcEkzbDFBRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your GREAT rating!
ChdDSUhNMG9nS0VJQ0FnSURBeDZtNjRnRRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback. If you would like to share more, please email with the details and location so we can best assist you and follow up with you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUN3dHNTT213RRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback. If you would like to share more, please email with the details and location. We will contact you regarding your visit. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURBbWIydEx3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your feedback!
ChZDSUhNMG9nS0VJQ0FnSURnalBxM0dBEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your feedback!
ChZDSUhNMG9nS0VJQ0FnSURBa3JidFlBEAE,2.0,1,2026/07/26,2017/07/28,1,Google Maps,Not as good as Supercuts,
ChdDSUhNMG9nS0VJQ0FnSURnOHRhWF9BRRAB,1.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We're sorry to see your rating. If you would like follow up, please email with the details and location, or call us at 1-800-473-2825 ext 3 so we can best assist you and contact you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSURRMGRIeDNnRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your feedback!
ChZDSUhNMG9nS0VJQ0FnSURnam8zVkdREAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNRNl83VUdBEAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,average. Cut my son's hair. Differs depending on who you get,"We appreciate your feedback. If you would like follow up, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will be happy to help you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUNncWF2dWdRRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,Great staff,"Thank you for being our customer, Charles!"
ChZDSUhNMG9nS0VJQ0FnSURnaUlTSE93EAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback. If you would like to share more, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will follow up with you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURBcWVPek9BEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNnOUs2R3lnRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,We appreciate your feedback!
ChdDSUhNMG9nS0VJQ0FnSURRekxEcHZnRRAB,2.0,1,2026/07/26,2017/07/28,1,Google Maps,"A few good stylists a few bad ones, flip of a coin.","We're sorry to read this, Trevor. If you would like, please email with the details and location, or call us at 1-800-473-2825 ext 3 so we can best assist you and follow up with you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUNnbmRQWUhnEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your feedback!
ChdDSUhNMG9nS0VJQ0FnSURRLTlmYmxBRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNBdnEtNjJnRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSURRcXN6Z05REAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNRb0pYWnlnRRAB,1.0,3,2026/07/26,2017/07/28,1,Google Maps,Horrible haircut...,"We're sorry to read this, Preetham. If you would like, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will follow up with you regarding your experience. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURBbmVPY1NnEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSURnaXNPZ2lBRRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback. If you would like follow up, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will contact you regarding your experience. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUNRZ2ZQOGF3EAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,We have been going here for ten years. Jim and Jennie cut the entire family's hair and we love their service!,"Thank you for being loyal customers! We appreciate you, and look forward to seeing you next time!"
ChdDSUhNMG9nS0VJQ0FnSURBcTVDMHZ3RRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,It was a normal salon where I got a normal haircut. Took a couple stars off because I saw the employees being rude to customers.,"We appreciate your feedback. If you would like, please email with the details and location so we can best assist you and contact you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUNnMTdfaWd3RRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSURBc3BpU3p3RRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you for your rating!
ChdDSUhNMG9nS0VJQ0FnSUNBd01POG1RRRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you & we hope to see you again next time.
ChZDSUhNMG9nS0VJQ0FnSUNBdmJmdUdnEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,My girlfriend says my hair looks great! Thanks great clips!,Thank YOU! We are happy to help you!
ChZDSUhNMG9nS0VJQ0FnSURnaS1LNmR3EAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,No waiting. Efficient.,Thank you for being our customer! See you next time!
ChZDSUhNMG9nS0VJQ0FnSUN3d18yaWV3EAE,1.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We're sorry to see your rating, Sujit. If you would like follow up, please email with the details and location or call us at 1-800-473-2825 ext 3. We will contact you regarding your experience. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUNROExISGtnRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,"Good cut, reasonably priced","Thank you, Wayne! We are always happy to help you!"
ChdDSUhNMG9nS0VJQ0FnSUNRMnR1eGxBRRAB,2.0,2,2026/07/26,2017/07/28,1,Google Maps,Cheap place for haircuts. Lady was nice. Haircut was okay.,"We're sorry to see your rating. If you would like follow up, please email with the details and location or call us at 1-800-473-2825 ext 3 so we can best assist you and contact you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURnMzhyclJBEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSURnMDhHbEx3EAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,"Decent haircut and quick service outside of rush hour. Far from being a hairdressing place, though.","We appreciate your feedback, Alejandro. Thank you for being our customer."
ChdDSUhNMG9nS0VJQ0FnSURndHRhdTlnRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,Nice employees,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNBdnB6WEdBEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,Used to take my son to Sport Clips but I feel like they have no idea what they are doing and they are over priced. Husband and my 2 year old son got their hair cut here last week. It was cheaper than sports clip and their hair cuts were much better.,Thank you! We are always happy to help you and your family!
ChZDSUhNMG9nS0VJQ0FnSUNRNS1iU0hREAE,2.0,2,2026/07/26,2017/07/28,1,Google Maps,Not happy with hair cut,"We're sorry to read this. If you would like to share more, please email with the details and location. We will be happy to help you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURRbmJmY1NnEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUN3dHNlVzd3RRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback, Nicholas. If you would like to share more, please email with the details and location so we can best assist you and follow up with you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURnNzdqUkZBEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSURnLTUyd0lBEAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback, Jose. If you would like follow up, please email with the details and location so we can best assist you and contact you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSURBcWZIcF93RRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback. If you would like to share more, please email with the details and location so we can best assist you and follow up with you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUNBb2VQYklREAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback, Veronica. If you would like to share more, please email with the details and location so we can best assist you and follow up with you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURRbGUza0NnEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNBcnFuLUxBEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,Decent staff. Checking in online always.,Thank you for being our customer!
ChZDSUhNMG9nS0VJQ0FnSURnM1BQYUdBEAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,"They are never too busy and they do a good job for a discount cut. The online check In is very convenient, and the staff is very friendly.","Thank you, Will! We appreciate you being our customer!"
ChdDSUhNMG9nS0VJQ0FnSUN3NmNHTWhnRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNnNWNTQ0lREAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback, Maxwell. If you would like to share more, please email with the details and location. We will be happy to help you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUNnMnZXQnJRRRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,Nice,"Thank you for being our customer, James!"
ChdDSUhNMG9nS0VJQ0FnSUNRX2Y2cXJnRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,Wonderful shop ran by Micheal!! Teaching new to great clips hair dressers. Everyone was very friendly they did a great job on my sons and my hair!!,"Thank you, Teri! We are always happy to help you and your family!"
ChdDSUhNMG9nS0VJQ0FnSUN3b191ZW13RRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNRMjQyOVV3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,The best part about this place is they have s Mongolian grill that you can experiment with the sauces and not have an additional cost. Plus the sushi.,
ChdDSUhNMG9nS0VJQ0FnSUNBOWVEX29RRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNBaW82VW1RRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSURROTk2SEhnEAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback, Andre. If you would like follow up, please email with the details and location so we can best assist you and contact you. Thank you for reaching out to us."
ChdDSUhNMG9nS0VJQ0FnSUN3Z3RMZW1BRRAB,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback, Courtney. If you would like to share more, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will follow up with you regarding your experience. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUN3NVpPUndBRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,anytime you can get a haircut and quick massage with a hot towel is a good day,
ChdDSUhNMG9nS0VJQ0FnSURROGFiMDh3RRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,Haircut was Quick & good,Thank you! We are happy to help you!
ChZDSUhNMG9nS0VJQ0FnSUNRdnVhY2ZBEAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,,"We appreciate your feedback. If you would like follow up, please email with the details and location or call us at 1-800-473-2825 ext 3 so we can best assist you and contact you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUNBNHRxbFRBEAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,"Online check-in, best thing to happen to haircuts ever.","We appreciate you being our customer, Jeff!"
ChdDSUhNMG9nS0VJQ0FnSURnaUp2cnhBRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChRDSUhNMG9nS0VJQ0FnSURRblBjcRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNncExqYk5nEAE,3.0,0,2026/07/26,2017/07/28,1,Google Maps,Okay stylist .... Always a wait,"We appreciate your feedback, Stacy. If you would like follow up, please email with the details and location so we can best assist you and contact you. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURnZ0pXeFJ3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUN3b01YZGdBRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,"Thank you, Mayte!"
ChdDSUhNMG9nS0VJQ0FnSURRbnFUN2hnRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,"Thank you, Bharath!"
ChdDSUhNMG9nS0VJQ0FnSUNBeU4zQzl3RRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,Very dependable,We look forward to seeing you again. Thank you!
ChdDSUhNMG9nS0VJQ0FnSURBMHNTVXZnRRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,Great cut,"Thank you, Joseph!"
ChZDSUhNMG9nS0VJQ0FnSURROUphNUdREAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,"Thank you, Scott!"
ChdDSUhNMG9nS0VJQ0FnSUNBbzc2TTh3RRAB,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you Wayne!
ChdDSUhNMG9nS0VJQ0FnSUNBNHEzcHRRRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSURRc3Iyc3ZnRRAB,4.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNncXFlbWd3RRAB,2.0,2,2026/07/26,2017/07/28,1,Google Maps,Whack hair cuts,"We're sorry to read this, Shawn. If you would like follow up, please email with the details and location or call us at 1-800-473-2825 ext 3. We will contact you regarding your experience. Thank you."
ChZDSUhNMG9nS0VJQ0FnSURReF92Rk1nEAE,5.0,0,2026/07/26,2017/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNRbk5QQUF3EAE,4.0,0,2026/07/26,2017/07/28,1,Google Maps,recommended!,Thank you for being our customer!
ChdDSUhNMG9nS0VJQ0FnSUNROHFmdHhBRRAB,2.0,2,2026/07/26,2018/07/28,1,Google Maps,"The hair cut was good but I was charged extra. I have the Great Clips card which I purchased for $30 and promised 3 hair cuts. I had paid $30 to buy this card and can be used to get 3 hair cuts with the discounted rate of $9.99. But when I presented my card to the operator, they charged me $14 saying that here the hair cut costs $14 and for any discrepancies I need to call the customer care. I compared the card with those present at the front desk, all information is the same but still they seem to reply they are unaware of the discounted rates and charged me $14",Please email with the details and location or call us at 1-800-473-2825 ext 3 so we can best assist you and follow up with you. Thank you.
ChZDSUhNMG9nS0VJQ0FnSUNnbGFqTEFREAE,5.0,0,2026/07/26,2018/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSUNBcXRxR29BRRAB,1.0,0,2026/07/26,2018/07/28,1,Google Maps,,"We're sorry to see your rating. If you would like to share more, please email with the details and location, or call us at 1-800-473-2825 ext 3. We will contact you regarding your experience. Thank you."
ChZDSUhNMG9nS0VJQ0FnSUNBbk1HYU53EAE,4.0,0,2026/07/26,2018/07/28,1,Google Maps,,Thank you!
ChZDSUhNMG9nS0VJQ0FnSUNROUtERk9BEAE,5.0,0,2026/07/26,2018/07/28,1,Google Maps,I got my haircut a week ago before my vacation. The tall skinny gentleman cutting my hair did an excellent job. I will always come back. :),Thank you for being our customer! We look forward to seeing you next time!
ChdDSUhNMG9nS0VJQ0FnSUN3NXZ6Z2lRRRAB,3.0,0,2026/07/26,2018/07/28,1,Google Maps,,"We appreciate your feedback. If you would like to share more, please email with the details and location or call us at 1-800-473-2825 ext 3. We will follow up with you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSURBcTZ2ZTBnRRAB,3.0,0,2026/07/26,2018/07/28,1,Google Maps,,"We appreciate your feedback, Rob. If you would like to share more, please email with the details and location so we can best assist you and follow up with you. Thank you."
ChdDSUhNMG9nS0VJQ0FnSUNnOXVQSl93RRAB,5.0,0,2026/07/26,2018/07/28,1,Google Maps,Convenient with the app. Always use the app for reservations.,"Thank you for being our customer, John! See you next time!"
ChdDSUhNMG9nS0VJQ0FnSUNBci0tRXJRRRAB,5.0,0,2026/07/26,2018/07/28,1,Google Maps,Great haircuts,Thank you! We are always happy to help you!
ChdDSUhNMG9nS0VJQ0FnSURRa2JIUjNnRRAB,4.0,0,2026/07/26,2018/07/28,1,Google Maps,,Thank you!
ChdDSUhNMG9nS0VJQ0FnSURRdDUzdTZBRRAB,5.0,0,2026/07/26,2018/07/28,1,Google Maps,,Thank you!
